Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
2598,12445404,Roma Norte,Apartment,Entire home/apt,6,2,3,3,956,350,3,29,22,strict,7/18/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,,1306,1437
2599,12446819,Roma Sur,House,Private room,2,1,1,1,554,0,2,30,12,moderate,10/11/2014,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,554,1717
2600,12446962,Centro Historico,Apartment,Entire home/apt,6,2,2,2,2294,574,2,19,3,strict,8/22/2011,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,2868,2863
2601,12453546,Roma Norte,Apartment,Entire home/apt,2,1,1,1,2500,800,7,9,12,strict,6/24/2012,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,,3706,2556
2602,12453709,Polanco,Apartment,Entire home/apt,2,1,1,1,1147,0,1,25,65,strict,10/28/2015,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,,1147,1335
2603,12455288,Hipodromo,House,Entire home/apt,5,1,2,2,1644,726,2,9,41,moderate,5/10/2015,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,,2370,1506
2604,12456107,Hipodromo,Apartment,Private room,2,1,1,1,631,0,2,0,36,moderate,2/27/2013,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,,631,2308
2605,12489072,Centro Historico,Apartment,Entire home/apt,2,1,1,1,975,382,1,0,103,strict,8/27/2015,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,,1357,1397
2607,12494564,Cuauhtemoc,Apartment,Entire home/apt,4,2,2,2,1434,382,2,23,62,flexible,5/3/2014,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,1816,1878
2608,12494707,Ciudad de Los Deportes,Apartment,Entire home/apt,4,1,1,2,803,599,2,26,56,moderate,2/7/2016,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,1402,1233
2609,12496262,Polanco,Apartment,Entire home/apt,2,1,1,1,1396,850,7,9,10,moderate,3/6/2016,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,2246,1205
2610,12496522,Hipodromo,House,Private room,2,1,1,2,382,0,2,19,79,moderate,2/2/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,,382,1238
2611,12508659,Condesa,Apartment,Private room,2,1.5,1,1,1453,250,4,8,0,strict,11/12/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,1703,1320
2612,12509996,Hipodromo,Apartment,Entire home/apt,4,2,3,3,2500,450,2,0,10,strict,4/18/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,,3451,1162
2613,12510037,Escandon,House,Entire home/apt,16,6,6,6,2500,1434,2,10,37,strict,4/18/2011,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,,5162,2989
2615,12513386,Campestre,House,Private room,1,1,1,1,249,208,2,28,7,flexible,4/18/2016,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,457,1162
2616,12521740,Condesa,Apartment,Entire home/apt,5,1,2,2,1185,150,2,0,18,moderate,1/18/2016,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,,1335,1253
2619,12540618,Juarez,Apartment,Entire home/apt,2,1,1,1,1893,0,1,0,0,strict,4/19/2016,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,,1893,1161
2620,12541542,San Pedro De Los Pinos,Apartment,Entire home/apt,1,1,1,1,574,350,7,0,1,moderate,3/30/2016,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,924,1181
2622,12545950,Narvarte,Apartment,Private room,2,1,1,1,287,200,2,0,2,flexible,3/6/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,487,1205
2623,12547190,Coyoacan,House,Private room,2,1,1,1,1529,0,1,29,10,flexible,11/12/2012,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,,1529,2415
2624,12547780,Juarez,Apartment,Entire home/apt,2,1,1,1,1893,0,1,0,0,strict,4/19/2016,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,,1893,1161
2625,12560315,Condesa,Apartment,Entire home/apt,6,2,2,3,1338,478,2,0,136,moderate,4/22/2014,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,,1816,1889
2626,12566606,Nonalco,Apartment,Entire home/apt,2,1,1,1,593,250,2,12,78,flexible,1/12/2015,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,,843,1624
2627,12571890,Polanco,Apartment,Entire home/apt,6,2.5,3,3,2500,956,1,23,14,strict,12/22/2013,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,,5735,2010
2628,12581033,Del Valle,Apartment,Entire home/apt,6,2,3,3,1338,650,1,6,87,moderate,9/5/2015,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1988,1388
2629,12591448,San Pedro De Los Pinos,Apartment,Private room,2,1,1,1,631,200,1,0,123,flexible,4/21/2016,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,831,1159
2631,12602882,Anzures,Hotel,Private room,1,1,1,1,344,0,7,0,0,flexible,4/22/2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,344,1158
2632,12603091,Narvarte,Apartment,Private room,2,1,1,1,325,0,2,10,69,moderate,10/27/2015,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,325,1336
2633,12603122,Cuauhtemoc,Hotel,Private room,4,1,1,2,1491,0,1,30,2,moderate,4/22/2016,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,1491,1158
2634,12604646,Escandon,House,Entire home/apt,4,1,2,3,898,382,3,25,3,moderate,4/18/2011,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,1280,2989
2635,12604883,Escandon,House,Entire home/apt,3,1,1,2,956,249,4,13,9,moderate,4/18/2011,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,,1205,2989
2636,12605487,Centro Historico,Apartment,Entire home/apt,2,1,1,1,956,382,1,20,63,strict,8/27/2015,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,,1338,1397
2638,12609216,Polanco,Apartment,Entire home/apt,9,2.5,3,4,1988,300,1,3,181,moderate,11/3/2015,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,,2288,1329
2640,12648407,Portales,Apartment,Entire home/apt,4,1,1,4,344,250,2,22,54,strict,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,594,1156
2641,12652703,Narvarte,House,Private room,1,1,1,1,268,250,7,0,6,moderate,12/3/2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,,518,1299
2642,12653314,Condesa,Apartment,Entire home/apt,2,1,1,1,593,300,3,7,34,moderate,4/24/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,893,1156
2643,12654251,Condesa,Apartment,Entire home/apt,2,1,1,2,593,300,5,0,34,flexible,4/24/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,,893,1156
2644,12655130,Insurgentes,Apartment,Entire home/apt,4,1.5,3,2,937,400,1,0,2,flexible,10/26/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1337,1337
2645,12663534,Polanco,Apartment,Entire home/apt,2,1,1,1,1816,478,5,10,29,strict,8/29/2014,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,,2294,1760
2646,12676182,Letran del Valle,Apartment,Private room,1,1,1,1,497,0,1,30,1,flexible,4/25/2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,497,1155
2647,12676646,Hipodromo,Apartment,Entire home/apt,4,1,2,2,2294,574,2,0,2,flexible,12/3/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,,2868,1299
2648,12683957,Tlateloco,Apartment,Private room,3,1.5,1,1,191,300,2,30,32,flexible,4/25/2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,491,1155
2649,12684299,Letran del Valle,House,Private room,2,1,1,1,1300,0,1,30,0,flexible,5/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1300,2217
2650,12685443,Hipodromo,Apartment,Private room,2,2,1,1,497,0,3,0,1,flexible,10/12/2015,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,,497,1351
2651,12686319,Polanco,Apartment,Entire home/apt,5,2.5,2,2,2500,574,1,30,16,strict,12/22/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,,5277,2010
2653,12712047,Centro Historico,Apartment,Entire home/apt,6,1,1,4,1071,669,1,4,141,moderate,2/13/2014,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,1740,1957
2656,12726023,Ciudad de Los Deportes,Apartment,Entire home/apt,2,1,1,1,554,654,5,24,57,moderate,1/13/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,,1208,1258
2657,12727055,Polanco,Apartment,Entire home/apt,2,1,1,1,516,0,1,20,103,strict,3/26/2014,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,,516,1916
2658,12733145,Polanco,Apartment,Entire home/apt,2,1,1,1,1109,478,1,3,1,strict,4/15/2016,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1587,1165
2659,12733176,Centro Historico,Apartment,Entire home/apt,4,1,1,2,1491,0,2,19,16,flexible,4/27/2016,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1491,1153
2660,12733937,Condesa,Apartment,Entire home/apt,4,2,2,2,1491,800,3,0,9,moderate,3/27/2015,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,2291,1550
2661,12734070,Escandon,Apartment,Entire home/apt,4,2,2,2,707,382,3,0,0,moderate,9/24/2015,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,1089,1369
2662,12738366,Narvarte,Apartment,Private room,1,1,1,1,688,250,1,30,0,moderate,4/23/2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,938,1157
2664,12749770,Polanco,Apartment,Entire home/apt,2,1,1,1,822,800,7,0,19,flexible,3/6/2016,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1622,1205
2665,12751458,Escandon,Apartment,Private room,2,1,1,1,401,350,1,15,149,moderate,5/29/2013,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,,751,2217
2666,12753966,Coyoacan,Apartment,Entire home/apt,4,1,1,1,841,250,3,8,21,strict,10/25/2014,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,1091,1703
2667,12754434,Del Valle,Apartment,Private room,1,1,2,1,401,400,3,24,27,moderate,9/2/2014,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,801,1756
2668,12757221,Polanco,Apartment,Entire home/apt,4,1,2,2,937,300,2,30,68,strict,5/11/2014,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,1237,1870
2669,12761755,Roma Norte,House,Private room,2,1,1,1,2500,0,1,30,0,flexible,4/28/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6691,1152
2670,12761817,Polanco,Apartment,Private room,1,1,1,1,2500,300,1,0,0,strict,10/2/2015,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,,11292,1361
2672,12762628,Centro Historico,Apartment,Entire home/apt,5,1.5,2,3,1893,478,1,19,7,moderate,1/13/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,2371,1258
2673,12763268,Juarez,Apartment,Entire home/apt,2,1,1,1,1357,250,1,0,10,flexible,7/18/2014,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,1607,1802
2674,12764938,Hipodromo,Apartment,Private room,1,1,1,1,172,0,1,0,1,flexible,4/28/2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,172,1152
2676,12776325,Coyoacan,House,Private room,1,1.5,1,1,249,0,1,22,49,moderate,5/3/2015,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,,249,1513
2678,12781829,Campestre,Apartment,Entire home/apt,2,2,1,1,650,350,3,10,25,moderate,9/18/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,1000,2105
2679,12782574,Del Valle,Apartment,Private room,1,1,1,1,2007,0,1,28,0,flexible,4/29/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,,2007,1151
2680,12783934,Hipodromo,Apartment,Private room,2,1,1,1,306,0,3,0,2,flexible,4/19/2011,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,306,2988
2682,12784714,Roma Sur,House,Private room,2,2,1,1,287,0,4,0,5,strict,10/15/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,,287,2443
2684,12791164,Ciudad de Los Deportes,House,Private room,2,1,1,1,459,150,1,0,3,moderate,11/2/2015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,609,1330
2685,12796257,Nonalco,Apartment,Private room,1,1,1,1,191,0,3,6,1,moderate,4/29/2016,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,191,1151
2686,12797731,Del Valle,Apartment,Private room,2,1,1,1,440,0,1,0,0,moderate,6/26/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,440,1459
2688,12807418,Escandon,Apartment,Private room,2,2,1,1,478,220,2,0,5,moderate,3/3/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,698,1208
2689,12808012,Centro Historico,Apartment,Entire home/apt,4,1,1,2,1223,382,1,8,228,strict,1/4/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,1605,1632
2690,12808532,Centro Historico,Apartment,Entire home/apt,3,1,1,2,822,382,1,20,178,strict,1/4/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,1204,1632
2691,12810385,Polanco,Apartment,Private room,1,2,1,1,459,0,1,0,41,moderate,11/5/2012,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,,459,2422
2693,12811400,Polanco,Apartment,Entire home/apt,2,1,1,1,994,0,1,11,214,strict,12/31/2015,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,,994,1271
2694,12813788,Polanco,Apartment,Entire home/apt,2,1,1,1,956,800,7,0,7,moderate,3/6/2016,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,,1756,1205
2695,12813877,Polanco,Apartment,Entire home/apt,2,1,1,1,1300,400,2,7,130,moderate,1/30/2015,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1700,1606
2698,12814395,Condesa,House,Private room,2,1,1,1,612,96,1,30,0,flexible,4/27/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,708,1153
2699,12814543,Condesa,House,Private room,2,1,1,1,1816,191,1,30,1,strict,4/27/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,2007,1153
2700,12814651,Condesa,House,Private room,2,1,1,1,1434,191,1,30,0,flexible,4/27/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,1625,1153
2701,12817874,Condesa,House,Private room,2,3.5,1,1,344,200,1,0,32,moderate,5/2/2016,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,,544,1148
2702,12818541,Del Valle,Apartment,Private room,4,2.5,4,4,268,200,2,28,2,moderate,4/6/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,468,1174
2703,12821922,Escandon,Apartment,Entire home/apt,2,1,1,1,516,350,2,0,26,moderate,6/11/2015,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,,866,1474
2704,12825511,Del Valle,Apartment,Private room,1,1,1,1,229,0,1,29,2,moderate,1/21/2016,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,229,1250
2705,12826102,Roma Norte,Apartment,Entire home/apt,9,3,3,6,2500,250,2,20,91,moderate,5/2/2016,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,,2907,1148
2706,12826633,Roma Norte,Apartment,Entire home/apt,2,1,1,1,860,0,5,0,28,moderate,3/8/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,860,1203
2708,12829225,Coyoacan,Apartment,Entire home/apt,3,1,1,2,879,250,2,19,116,moderate,4/26/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,,1129,1520
2709,12829320,San Miguel Chapultepec,Apartment,Private room,2,1,1,1,554,344,1,0,46,moderate,9/19/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,898,1374
2710,12829492,San Miguel Chapultepec,Apartment,Private room,3,1,1,2,497,344,1,0,95,moderate,9/19/2015,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,841,1374
2712,12831213,Del Valle,Hotel,Private room,1,4,1,1,287,149,1,30,108,moderate,6/30/2015,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,436,1455
2713,12832007,Portales,Apartment,Entire home/apt,4,1,2,2,497,0,7,0,4,moderate,1/30/2016,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,497,1241
2714,12832308,Cuauhtemoc,Apartment,Entire home/apt,2,1.5,1,1,1109,600,2,20,29,moderate,10/21/2013,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,1709,2072
2715,12834816,Insurgentes,Apartment,Entire home/apt,4,2,2,2,726,0,5,23,21,strict,7/1/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,,726,1454
2716,12835167,Roma Norte,Apartment,Entire home/apt,4,2,2,3,994,450,4,0,23,strict,7/18/2015,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,1444,1437
2717,12837463,Del Valle,Apartment,Entire home/apt,4,1,2,2,459,350,1,23,19,flexible,12/8/2015,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,809,1294
2718,12842631,San Pedro De Los Pinos,Apartment,Entire home/apt,2,1,1,1,593,200,1,23,0,flexible,8/26/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,793,2493
2721,12854751,Polanco,Apartment,Entire home/apt,4,1,1,2,1147,956,2,29,82,moderate,1/12/2015,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,2103,1624
2722,12856656,Acacias,Apartment,Private room,2,1,1,1,421,100,1,28,5,strict,5/3/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,521,1147
2723,12865834,Polanco,House,Entire home/apt,7,2.5,4,6,2500,11470,7,30,1,strict,8/30/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,,25808,1394
2724,12867139,Narvarte,Apartment,Entire home/apt,4,1,1,3,803,350,4,29,47,moderate,5/27/2015,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,1153,1489
2725,12868857,Doctores,House,Entire home/apt,4,1,2,2,784,450,2,30,3,moderate,12/7/2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,1234,1295
2726,12871264,Roma Norte,Apartment,Private room,2,1,1,1,516,0,4,22,47,moderate,8/17/2015,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,,516,1407
2727,12873845,San Rafael,Apartment,Private room,1,1,1,1,421,0,30,28,0,flexible,2/14/2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,421,1226
2728,12883581,Del Valle,Apartment,Private room,2,1,1,1,229,250,1,12,35,moderate,2/12/2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,479,1228
2729,12883898,Ciudad de Los Deportes,Apartment,Entire home/apt,4,2,2,2,688,400,2,0,23,moderate,4/16/2014,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,,1088,1895
2730,12884427,Florida,House,Entire home/apt,1,1,1,1,574,0,2,29,55,flexible,1/25/2016,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,,574,1246
2731,12886927,Polanco,Apartment,Private room,1,1,1,1,382,115,1,0,10,moderate,5/5/2016,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,,497,1145
2732,12891707,Centro Historico,Apartment,Entire home/apt,4,1,1,1,937,382,1,17,95,strict,8/27/2015,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,,1319,1397
2733,12891956,Condesa,Apartment,Entire home/apt,2,1,1,1,765,0,1,4,223,flexible,12/12/2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,765,2751
2734,12899412,Ninos Heroes,Apartment,Shared room,2,1,1,1,325,0,1,28,0,flexible,4/20/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,325,1160
2736,12901456,Napoles,Apartment,Entire home/apt,4,2,2,2,1243,440,2,0,50,moderate,3/20/2014,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,,1683,1922
2737,12904365,Coyoacan,House,Private room,3,1.5,1,3,898,250,2,0,30,moderate,5/1/2016,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,,1148,1149
2741,12913395,Del Valle,Hotel,Private room,4,4,1,2,593,199,1,30,22,flexible,6/30/2015,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,792,1455
2742,12914137,Polanco,House,Entire home/apt,9,4,4,5,2500,1434,3,0,25,strict,4/27/2016,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,4952,1153
2743,12914326,Del Valle,Hotel,Shared room,6,4,1,6,593,0,1,30,11,moderate,6/30/2015,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,593,1455
2745,12927661,Hipodromo,Apartment,Private room,2,1,1,1,382,344,1,23,182,strict,3/29/2012,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,,726,2643
2746,12928323,Condesa,Apartment,Entire home/apt,2,1,1,1,1319,350,1,0,129,strict,11/15/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,1669,1317
