Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
13919,30912788,Cuauhtemoc,Apartment,Private room,2,1,1,1,478,0,1,18,2,flexible,11/5/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,478,961
13920,30912917,Roma Sur,Apartment,Private room,2,1,1,1,554,0,2,29,1,flexible,11/27/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,554,1305
13922,30914643,Centro Historico,Apartment,Entire home/apt,3,1,1,2,478,535,2,13,21,strict,6/16/2014,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,1013,1834
13923,30914831,Juarez,Apartment,Private room,2,1,1,1,459,0,2,23,3,flexible,11/29/2018,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,,459,207
13926,30921822,Atlampa,House,Private room,2,1,1,1,325,150,2,29,5,flexible,11/27/2017,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,475,574
13927,30923859,Hipodromo,Apartment,Private room,2,2,1,1,554,0,1,0,8,moderate,3/23/2016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,554,1188
13928,30927243,Roma Norte,Apartment,Private room,2,1,1,1,554,150,2,27,10,moderate,11/6/2014,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,704,1691
13929,30928202,Tlateloco,Apartment,Private room,2,1,1,1,249,0,1,3,8,flexible,3/16/2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,249,830
13931,30930076,Coyoacan,Hotel,Private room,1,2.5,3,1,440,0,3,28,0,flexible,3/30/2018,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,,440,451
13935,30933846,Escandon,Apartment,Entire home/apt,2,2,2,1,1051,0,2,0,7,flexible,10/18/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1051,979
13936,30934137,Roma Sur,Apartment,Entire home/apt,5,1,2,3,1090,300,1,21,13,moderate,12/17/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,,1390,189
13937,30935056,Ciudad de Los Deportes,Apartment,Entire home/apt,2,1,1,1,1396,350,1,0,2,strict,6/18/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,,1746,1467
13938,30935920,San Miguel Chapultepec,Apartment,Private room,2,1,1,1,497,170,2,29,12,strict,12/26/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,667,1276
13939,30936094,San Rafael,Apartment,Private room,2,1,1,1,249,0,1,0,2,flexible,10/25/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,249,972
13941,30937511,Coyoacan,House,Entire home/apt,4,1.5,2,1,1453,400,3,3,6,moderate,3/5/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1853,1572
13942,30937874,Coyoacan,House,Private room,6,1,3,3,956,100,1,30,5,flexible,12/17/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,1056,189
13943,30940030,Letran del Valle,Apartment,Entire home/apt,2,1,1,1,1109,0,4,24,12,flexible,3/2/2018,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,,1109,479
13945,30940865,Narvarte,Apartment,Private room,2,1,1,1,344,0,2,24,0,moderate,7/8/2014,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,,344,1812
13946,30941510,Coyoacan,Apartment,Entire home/apt,5,1,2,2,898,0,2,23,6,flexible,12/17/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,,898,189
13947,30946265,Cuauhtemoc,House,Entire home/apt,4,2,2,2,1548,478,3,16,12,strict,1/17/2018,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,2026,523
13949,30948499,Escandon,Apartment,Private room,2,1,1,1,382,0,1,30,0,flexible,12/11/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,382,1291
13951,30952094,Alamos,Apartment,Private room,2,1,1,1,229,0,1,17,34,flexible,12/17/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,229,1285
13952,30954061,San Rafael,Apartment,Shared room,1,1,1,1,574,0,1,29,0,flexible,11/26/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,574,210
13953,30954873,Letran del Valle,Apartment,Private room,2,0.5,1,1,344,191,2,6,3,moderate,8/23/2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,535,1035
13954,30955534,Condesa,Apartment,Entire home/apt,4,2,2,2,1434,382,1,6,25,flexible,11/14/2017,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,,1816,587
13955,30955939,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1606,350,1,18,16,flexible,4/11/2014,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,,1956,1900
13956,30956143,Roma Sur,House,Entire home/apt,4,2.5,2,3,1396,600,3,0,9,flexible,12/18/2018,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,1996,188
13957,30956395,Roma Norte,Apartment,Entire home/apt,4,2,2,2,2500,0,3,30,3,flexible,7/5/2016,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,,3001,1084
13958,30956554,Del Valle,House,Private room,2,1,1,1,497,0,2,30,1,moderate,7/20/2018,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,497,339
13959,30957110,Coyoacan,Apartment,Private room,2,1,1,1,478,0,1,16,21,flexible,6/16/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,478,1469
13962,30958165,Hipodromo,Apartment,Entire home/apt,4,1,2,2,2500,400,2,18,2,moderate,10/21/2014,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,3191,1707
13964,30961846,Centro Historico,Apartment,Entire home/apt,4,1,1,1,1032,478,2,11,32,moderate,4/16/2017,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,1510,799
13966,30963357,Centro Historico,Apartment,Entire home/apt,4,2,1,3,956,191,2,0,23,flexible,12/18/2018,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,,1147,188
13968,30965631,Roma Norte,Apartment,Entire home/apt,7,2,3,4,1893,350,1,1,21,flexible,1/4/2016,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,,2243,1267
13971,30970471,Atlampa,Apartment,Private room,1,2,1,1,478,97,1,30,0,flexible,8/9/2018,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,,575,319
13972,30976584,Roma Sur,House,Shared room,1,1,1,1,210,0,1,29,0,flexible,12/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,210,187
13973,30977585,Hipodromo,Apartment,Entire home/apt,2,2,1,1,1434,574,3,12,2,flexible,6/22/2015,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,,2008,1463
13974,30979408,San Pedro De Los Pinos,House,Entire home/apt,5,2,2,2,497,349,3,8,23,moderate,1/14/2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,,846,1257
13975,30979411,Hipodromo,Apartment,Entire home/apt,6,2,2,4,1663,800,1,2,13,strict,7/6/2016,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,2463,1083
13976,30982314,Polanco,Apartment,Private room,2,1,1,1,860,382,2,30,3,moderate,8/29/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1242,1029
13978,30983108,Polanco,Apartment,Private room,2,1,1,1,860,382,2,30,1,moderate,8/29/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,1242,1029
13979,30983771,Polanco,Apartment,Private room,2,1,1,1,860,382,2,30,1,moderate,8/29/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,1242,1029
13981,30983968,Centro Historico,Apartment,Entire home/apt,2,1,1,1,860,400,2,20,18,strict,11/13/2013,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,1260,2049
13982,30984283,Polanco,Apartment,Private room,2,1,1,1,860,382,2,30,3,flexible,8/29/2016,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,1242,1029
13983,30984541,Hipodromo,Apartment,Entire home/apt,4,1,1,2,898,380,1,0,2,flexible,4/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1278,2614
13984,30987890,Condesa,Apartment,Private room,2,1,1,1,440,0,2,0,11,flexible,7/21/2014,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,,440,1799
13985,30990149,Napoles,House,Private room,2,3.5,1,2,191,0,5,0,2,moderate,2/25/2014,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,191,1945
13986,30990726,Portales,Apartment,Entire home/apt,6,1,2,2,497,290,3,0,1,moderate,12/20/2017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,,787,551
13987,30995728,Postal,House,Entire home/apt,4,1,2,3,631,350,1,8,8,moderate,12/19/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,981,552
13988,30997856,Polanco,Apartment,Entire home/apt,3,1,1,2,1204,490,2,1,19,moderate,3/21/2018,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,1694,460
13989,30998313,Condesa,Hotel,Private room,6,1,1,6,2500,0,1,30,0,flexible,10/2/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,2600,995
13990,30998476,Juarez,Apartment,Entire home/apt,4,1,2,2,1396,150,1,20,36,flexible,12/14/2018,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1546,192
13991,30998957,Roma Norte,Apartment,Entire home/apt,5,2,2,3,1606,400,2,14,13,strict,6/27/2018,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,2006,362
13992,30999508,Roma Sur,Apartment,Entire home/apt,2,2,1,1,1300,300,3,23,3,moderate,11/15/2015,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,1600,1317
13993,30999570,Hipodromo,Apartment,Entire home/apt,5,2.5,2,3,2500,669,2,7,26,flexible,8/19/2015,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,,3537,1405
13994,31000132,Polanco,Apartment,Entire home/apt,1,1,1,1,1453,300,2,0,1,moderate,1/23/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,1753,882
13995,31000717,Roma Norte,Apartment,Entire home/apt,5,1.5,3,3,2007,0,4,28,1,flexible,6/29/2012,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,2007,2551
13996,31001050,Narvarte,Apartment,Private room,1,1.5,1,1,344,0,2,0,0,flexible,4/2/2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,344,2639
13997,31001798,Cuauhtemoc,House,Entire home/apt,16,4,4,8,2500,600,1,7,29,flexible,5/16/2018,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,,4098,404
13998,31003297,Polanco,Apartment,Private room,2,1,1,1,994,0,1,5,4,flexible,12/5/2018,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,,994,201
13999,31016033,Hipodromo,Apartment,Entire home/apt,6,1,2,2,879,500,1,13,25,strict,8/18/2014,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,1379,1771
14001,31018690,Centro Historico,Apartment,Entire home/apt,2,1,1,1,669,0,1,29,9,moderate,5/15/2018,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,669,405
14002,31019043,Centro Historico,Apartment,Entire home/apt,2,1,1,1,669,0,1,29,5,moderate,5/15/2018,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,669,405
14003,31019193,Portales,Apartment,Entire home/apt,2,1,1,1,497,304,3,7,14,strict,2/20/2017,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,,801,854
14005,31021793,Centro Historico,House,Entire home/apt,5,1,1,1,1319,382,2,23,1,flexible,8/23/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,1701,1401
14006,31021799,Hipodromo,Apartment,Entire home/apt,5,2,2,2,1396,470,2,22,28,moderate,4/10/2018,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,,1866,440
14007,31021904,Coyoacan,Apartment,Entire home/apt,3,2,2,2,1204,350,2,29,9,flexible,10/17/2018,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,,1554,250
14008,31021967,Vertiz Narvarte,Apartment,Entire home/apt,6,1,3,4,1204,0,3,9,2,flexible,2/12/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,,1204,497
14009,31022719,Polanco,House,Entire home/apt,5,2.5,2,4,2485,669,2,0,8,moderate,8/19/2015,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,,3154,1405
14010,31026913,Portales,Apartment,Entire home/apt,4,1,2,2,1204,300,1,10,5,flexible,12/21/2018,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,1504,185
14011,31027831,Coyoacan,Apartment,Private room,1,1,1,1,382,100,1,0,1,flexible,11/12/2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,482,589
14012,31036159,Centro Historico,Apartment,Entire home/apt,3,1,1,1,1147,344,1,13,13,moderate,2/21/2014,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,,1491,1949
14013,31036813,Florida,House,Private room,1,1,1,1,401,100,1,16,6,flexible,5/2/2018,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,,501,418
14014,31036973,Narvarte,Apartment,Entire home/apt,4,1,1,1,860,0,2,1,17,flexible,5/28/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,,860,1122
14015,31038308,Doctores,Apartment,Private room,2,1,1,1,401,200,1,23,5,flexible,5/31/2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,601,1119
14016,31038423,Coyoacan,Apartment,Entire home/apt,4,1,2,3,765,96,1,11,22,flexible,7/3/2015,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,861,1452
14017,31038471,Vertiz Narvarte,Apartment,Private room,2,1,1,1,287,200,1,0,5,moderate,8/22/2012,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,487,2497
14018,31041007,Anzures,Apartment,Private room,2,1,1,1,554,250,1,25,10,moderate,5/17/2013,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,804,2229
14019,31041570,Florida,Apartment,Private room,1,1,1,1,210,100,2,7,5,flexible,5/6/2018,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,,310,414
14020,31045152,Hipodromo,Apartment,Entire home/apt,6,1,3,3,956,478,2,30,2,strict,11/5/2017,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,,1434,596
14022,31049912,Polanco,Apartment,Private room,1,1,1,1,707,0,7,30,0,flexible,12/22/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,707,184
14024,31053260,Polanco,Apartment,Entire home/apt,8,2,3,4,2500,0,1,0,1,flexible,3/31/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,5009,1180
14025,31053396,Del Valle,House,Entire home/apt,2,1,1,1,994,0,3,16,0,flexible,12/22/2018,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,,994,184
14026,31054539,Hipodromo,Apartment,Private room,2,1,1,1,287,0,3,3,9,flexible,6/18/2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,287,1101
14027,31055678,Polanco,Apartment,Entire home/apt,7,2,2,3,2390,478,1,30,13,moderate,2/16/2015,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,2868,1589
14028,31056290,Narvarte,Apartment,Private room,2,1,1,1,287,300,3,1,0,flexible,11/8/2017,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,587,593
14029,31057449,Narvarte,House,Private room,1,1,1,1,325,100,2,11,3,flexible,11/6/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,425,230
14030,31058281,Cuauhtemoc,Apartment,Entire home/apt,4,1,2,2,1300,300,2,5,15,strict,9/28/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,,1600,999
14035,31066457,Narvarte,Apartment,Private room,2,1.5,1,1,459,150,3,29,1,flexible,10/20/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,609,247
14036,31070565,Asturias,Apartment,Entire home/apt,2,1.5,1,1,746,300,1,28,1,moderate,12/23/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,,1046,183
14038,31073809,Anzures,Hotel,Private room,3,1,1,1,2500,0,1,29,0,flexible,1/1/2012,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,,3804,2731
14039,31075540,Anzures,Apartment,Entire home/apt,6,2,3,4,2500,700,1,9,25,strict,9/25/2012,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,,3682,2463
14040,31076055,Roma Norte,Apartment,Entire home/apt,2,1,1,1,1912,382,1,0,5,moderate,10/16/2013,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,,2294,2077
14041,31076523,Narvarte,Apartment,Entire home/apt,2,1,1,1,593,0,3,14,15,moderate,12/23/2018,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,593,183
14042,31077015,Polanco,Apartment,Private room,2,1,1,1,401,0,2,0,8,flexible,12/22/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,401,184
14043,31084333,Napoles,Apartment,Entire home/apt,4,2,2,2,1204,400,1,19,14,flexible,2/10/2014,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,,1604,1960
14045,31085616,Guerrero,Apartment,Entire home/apt,3,2,2,1,1854,500,3,30,1,flexible,1/11/2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2354,1625
14046,31086849,Coyoacan,Apartment,Entire home/apt,6,1,3,3,956,350,1,16,22,flexible,12/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,,1306,2017
14048,31088867,Tabacalera,Apartment,Entire home/apt,3,1.5,1,2,1453,700,3,2,6,moderate,12/24/2018,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,,2153,182
14050,31089739,Condesa,House,Private room,2,1,1,1,497,0,2,26,13,flexible,7/5/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,497,354
14051,31099048,San Diego Churubusco,Apartment,Private room,2,1,1,1,574,0,5,30,0,moderate,9/27/2018,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,,574,270
14052,31100887,Roma Norte,Apartment,Entire home/apt,6,2.5,2,4,2500,500,1,4,31,moderate,12/26/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,,3998,1276
14053,31100921,Coyoacan,House,Private room,2,1,1,1,574,0,1,30,2,strict,11/4/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,574,1693
14054,31101496,Centro Historico,Apartment,Entire home/apt,6,1,2,2,1319,382,1,23,21,moderate,8/27/2015,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,,1701,1397
14055,31102638,Escandon,Apartment,Private room,2,1,1,1,344,150,2,0,3,flexible,12/12/2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,494,1655
14056,31103368,San Miguel Chapultepec,House,Private room,2,1,1,1,459,0,2,28,14,flexible,6/28/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,,459,1091
14057,31104143,San Rafael,Apartment,Entire home/apt,6,1,2,5,956,290,2,0,9,flexible,1/16/2016,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,,1246,1255
14060,31104872,Del Valle,Apartment,Private room,2,1,1,1,459,0,7,29,0,flexible,8/5/2013,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,459,2149
14061,31105449,Santa Maria la Rbera,Apartment,Private room,2,1,1,1,249,0,7,29,0,flexible,1/17/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,249,523
14062,31105675,Asturias,Apartment,Entire home/apt,3,1,1,1,459,0,1,16,19,moderate,12/25/2018,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,,459,181
14063,31105954,Hipodromo,Apartment,Private room,2,2.5,1,1,669,478,1,8,4,strict,9/10/2016,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,,1147,1017
14064,31114172,Del Valle,Apartment,Private room,2,1.5,1,1,325,0,3,0,0,flexible,5/8/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,325,777
14065,31115283,Cuauhtemoc,Apartment,Entire home/apt,4,1,2,4,2007,300,2,0,7,moderate,3/19/2013,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2307,2288
14066,31115489,Narvarte,Apartment,Private room,2,1.5,1,1,401,150,3,29,1,flexible,10/20/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,551,247
14068,31117998,Roma Norte,House,Entire home/apt,5,2.5,2,3,2500,478,2,14,14,strict,5/17/2017,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,,4110,768
14069,31118664,Roma Sur,Apartment,Private room,2,1,1,1,363,250,2,24,3,flexible,7/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,613,2169
14070,31120471,Del Valle,House,Private room,2,1,1,1,879,250,1,25,6,moderate,11/14/2016,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,,1129,952
14071,31121149,Hipodromo,Apartment,Entire home/apt,2,1,1,1,1147,478,2,6,36,moderate,1/2/2017,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,1625,903
14072,31122960,Coyoacan,Hotel,Private room,2,1,1,1,2500,500,1,29,0,strict,11/21/2017,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,,3406,580
